epoch,loss,mse,mae
85,0.00010268720507156104,0.00010268720507156104,0.00575853418558836
86,0.00010217726958217099,0.00010217726958217099,0.005624721758067608
87,0.00010090981959365308,0.00010090981959365308,0.005588441621512175
88,9.968771337298676e-05,9.968771337298676e-05,0.005602201446890831
89,0.00010091761214425787,0.00010091761214425787,0.005614895839244127
90,9.747048170538619e-05,9.747048170538619e-05,0.005529045592993498
91,9.712603059597313e-05,9.712603059597313e-05,0.0054365103133022785
92,9.335106005892158e-05,9.335106005892158e-05,0.005448983982205391
93,9.263207903131843e-05,9.263207903131843e-05,0.0053545767441391945
94,9.33262926992029e-05,9.33262926992029e-05,0.005357120651751757
95,9.09477166715078e-05,9.09477166715078e-05,0.005332833155989647
96,9.019344724947587e-05,9.019344724947587e-05,0.005267429165542126
97,9.21852479223162e-05,9.21852479223162e-05,0.005413900129497051
98,8.929634350351989e-05,8.929634350351989e-05,0.005266627296805382
99,8.747373794903979e-05,8.747373794903979e-05,0.005209782160818577
